split_scheme,model,scope,fold,task,endpoint,metric,value,n,positives_true,positives_predicted
family,ecfp4_lightgbm,fold,0.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.8206445810900721,28,,
family,ecfp4_lightgbm,fold,0.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0979163795584732,38,,
family,ecfp4_lightgbm,fold,0.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.7186784663277462,74,,
family,ecfp4_random_forest,fold,0.0,classification,CYP2D6_is_TDI,MCC,0.0,38,7.0,0.0
family,ecfp4_random_forest,fold,0.0,classification,CYP3A4_is_TDI,MCC,0.5181426079664405,86,25.0,17.0
family,ecfp4_random_forest,fold,0.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.8762218147159998,43,,
family,ecfp4_random_forest,fold,0.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.8136600207639081,28,,
family,ecfp4_random_forest,fold,0.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.9074804814648852,38,,
family,ecfp4_random_forest,fold,0.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.90352284836936,74,,
family,endpoint_mean,fold,0.0,classification,CYP2D6_is_TDI,MCC,0.0,38,7.0,0.0
family,endpoint_mean,fold,0.0,classification,CYP3A4_is_TDI,MCC,0.0,86,25.0,0.0
family,endpoint_mean,fold,0.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,1.0357028695590929,43,,
family,endpoint_mean,fold,0.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.9740837529971076,28,,
family,endpoint_mean,fold,0.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.9998883443805516,38,,
family,endpoint_mean,fold,0.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.189559458370418,74,,
family,endpoint_median,fold,0.0,classification,CYP2D6_is_TDI,MCC,0.0,38,7.0,0.0
family,endpoint_median,fold,0.0,classification,CYP3A4_is_TDI,MCC,0.0,86,25.0,0.0
family,endpoint_median,fold,0.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9999045048212328,43,,
family,endpoint_median,fold,0.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.9749829295429584,28,,
family,endpoint_median,fold,0.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.991263000580626,38,,
family,endpoint_median,fold,0.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.0932226037876611,74,,
family,ecfp4_knn,fold,1.0,classification,CYP2D6_is_TDI,MCC,0.0449013255066937,35,7.0,4.0
family,ecfp4_knn,fold,1.0,classification,CYP3A4_is_TDI,MCC,0.1897222176380183,90,28.0,16.0
family,ecfp4_knn,fold,1.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,1.2866085220417454,36,,
family,ecfp4_knn,fold,1.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.332811464680365,37,,
family,ecfp4_knn,fold,1.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0110328877700692,35,,
family,ecfp4_knn,fold,1.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.800396747636471,79,,
family,ecfp4_lightgbm,fold,1.0,classification,CYP2D6_is_TDI,MCC,-0.1796053020267749,35,7.0,4.0
family,ecfp4_lightgbm,fold,1.0,classification,CYP3A4_is_TDI,MCC,0.118663594470046,90,28.0,28.0
family,ecfp4_lightgbm,fold,1.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.7912672158583262,36,,
family,ecfp4_lightgbm,fold,1.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.951015390410891,37,,
family,ecfp4_lightgbm,fold,1.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.7191035483380401,35,,
family,ecfp4_lightgbm,fold,1.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.5612143749508355,79,,
family,ecfp4_random_forest,fold,1.0,classification,CYP2D6_is_TDI,MCC,-0.0857492925712544,35,7.0,1.0
family,ecfp4_random_forest,fold,1.0,classification,CYP3A4_is_TDI,MCC,0.1090460762305419,90,28.0,6.0
family,ecfp4_random_forest,fold,1.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.7147904747224937,36,,
family,ecfp4_random_forest,fold,1.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.992554635280014,37,,
family,ecfp4_random_forest,fold,1.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.7349519093719775,35,,
family,ecfp4_random_forest,fold,1.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.7746825777445692,79,,
family,endpoint_mean,fold,1.0,classification,CYP2D6_is_TDI,MCC,0.0,35,7.0,0.0
family,endpoint_mean,fold,1.0,classification,CYP3A4_is_TDI,MCC,0.0,90,28.0,0.0
family,endpoint_mean,fold,1.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,1.0452243827946694,36,,
family,endpoint_mean,fold,1.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.131979399870198,37,,
family,endpoint_mean,fold,1.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0313042212071766,35,,
family,endpoint_mean,fold,1.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.0909177938164336,79,,
family,endpoint_median,fold,1.0,classification,CYP2D6_is_TDI,MCC,0.0,35,7.0,0.0
family,endpoint_median,fold,1.0,classification,CYP3A4_is_TDI,MCC,0.0,90,28.0,0.0
family,endpoint_median,fold,1.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9643425179100092,36,,
family,endpoint_median,fold,1.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0782706872435632,37,,
family,endpoint_median,fold,1.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0515622894471808,35,,
family,endpoint_median,fold,1.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.0152514670063395,79,,
family,ecfp4_knn,fold,2.0,classification,CYP2D6_is_TDI,MCC,0.3816561946629568,42,5.0,4.0
family,ecfp4_knn,fold,2.0,classification,CYP3A4_is_TDI,MCC,-0.0460437410798561,87,14.0,9.0
family,ecfp4_knn,fold,2.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9208728128789374,41,,
family,ecfp4_knn,fold,2.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0427460924156655,28,,
family,ecfp4_knn,fold,2.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.1314756751477917,42,,
family,ecfp4_knn,fold,2.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.8471533740596886,71,,
family,ecfp4_lightgbm,fold,2.0,classification,CYP2D6_is_TDI,MCC,0.4274373669939289,42,5.0,7.0
family,ecfp4_lightgbm,fold,2.0,classification,CYP3A4_is_TDI,MCC,0.2984952436679474,87,14.0,19.0
family,ecfp4_lightgbm,fold,2.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.7554762588406884,41,,
family,ecfp4_lightgbm,fold,2.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.9507816518832046,28,,
family,ecfp4_lightgbm,fold,2.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.012794433253387,42,,
family,ecfp4_lightgbm,fold,2.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.5493198732485366,71,,
family,ecfp4_random_forest,fold,2.0,classification,CYP2D6_is_TDI,MCC,-0.0821994936526786,42,5.0,2.0
family,ecfp4_random_forest,fold,2.0,classification,CYP3A4_is_TDI,MCC,0.2511479767507418,87,14.0,6.0
family,ecfp4_random_forest,fold,2.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.7993318290767901,41,,
family,ecfp4_random_forest,fold,2.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0554941050773272,28,,
family,ecfp4_random_forest,fold,2.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0220056554970625,42,,
family,ecfp4_random_forest,fold,2.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.7289327815404297,71,,
family,endpoint_mean,fold,2.0,classification,CYP2D6_is_TDI,MCC,0.0,42,5.0,0.0
family,endpoint_mean,fold,2.0,classification,CYP3A4_is_TDI,MCC,0.0,87,14.0,0.0
family,endpoint_mean,fold,2.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9897721781704466,41,,
family,endpoint_mean,fold,2.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.3919456394766447,28,,
family,endpoint_mean,fold,2.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.1441834842062593,42,,
family,endpoint_mean,fold,2.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.0990788626990633,71,,
family,endpoint_median,fold,2.0,classification,CYP2D6_is_TDI,MCC,0.0,42,5.0,0.0
family,endpoint_median,fold,2.0,classification,CYP3A4_is_TDI,MCC,0.0,87,14.0,0.0
family,endpoint_median,fold,2.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9700084998964138,41,,
family,endpoint_median,fold,2.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.3329130380607164,28,,
family,endpoint_median,fold,2.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.1958098473718446,42,,
family,endpoint_median,fold,2.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.005283677699614,71,,
family,ecfp4_knn,fold,3.0,classification,CYP2D6_is_TDI,MCC,-0.0658807845868412,37,5.0,1.0
family,ecfp4_knn,fold,3.0,classification,CYP3A4_is_TDI,MCC,0.2672248935506482,87,36.0,26.0
family,ecfp4_knn,fold,3.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,1.0399120434375029,39,,
family,ecfp4_knn,fold,3.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0629504465806785,35,,
family,ecfp4_knn,fold,3.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.8405159466176916,37,,
family,ecfp4_knn,fold,3.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.9920609437561232,71,,
family,ecfp4_lightgbm,fold,3.0,classification,CYP2D6_is_TDI,MCC,0.3715752707301467,37,5.0,4.0
family,ecfp4_lightgbm,fold,3.0,classification,CYP3A4_is_TDI,MCC,0.1426399774138396,87,36.0,27.0
family,ecfp4_lightgbm,fold,3.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.805619110461065,39,,
family,ecfp4_lightgbm,fold,3.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.910904950149958,35,,
family,ecfp4_lightgbm,fold,3.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.8735913194719922,37,,
family,ecfp4_lightgbm,fold,3.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.9035474174506826,71,,
family,ecfp4_random_forest,fold,3.0,classification,CYP2D6_is_TDI,MCC,-0.0658807845868412,37,5.0,1.0
family,ecfp4_random_forest,fold,3.0,classification,CYP3A4_is_TDI,MCC,0.2094197544705749,87,36.0,10.0
family,ecfp4_random_forest,fold,3.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.8248339174009438,39,,
family,ecfp4_random_forest,fold,3.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0253879159925086,35,,
family,ecfp4_random_forest,fold,3.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.8622287860201134,37,,
family,ecfp4_random_forest,fold,3.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.1041623018687765,71,,
family,endpoint_mean,fold,3.0,classification,CYP2D6_is_TDI,MCC,0.0,37,5.0,0.0
family,endpoint_mean,fold,3.0,classification,CYP3A4_is_TDI,MCC,0.0,87,36.0,0.0
family,endpoint_mean,fold,3.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,1.016435771318776,39,,
family,endpoint_mean,fold,3.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.0429728986424114,35,,
family,endpoint_mean,fold,3.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0208569745215514,37,,
family,endpoint_mean,fold,3.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.3222180691362244,71,,
family,endpoint_median,fold,3.0,classification,CYP2D6_is_TDI,MCC,0.0,37,5.0,0.0
family,endpoint_median,fold,3.0,classification,CYP3A4_is_TDI,MCC,0.0,87,36.0,0.0
family,endpoint_median,fold,3.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.965944434620024,39,,
family,endpoint_median,fold,3.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.022572637454659,35,,
family,endpoint_median,fold,3.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0372317796833064,37,,
family,endpoint_median,fold,3.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.1755211901451612,71,,
family,ecfp4_knn,fold,4.0,classification,CYP2D6_is_TDI,MCC,0.408248290463863,25,5.0,1.0
family,ecfp4_knn,fold,4.0,classification,CYP3A4_is_TDI,MCC,0.4868030541023113,109,30.0,23.0
family,ecfp4_knn,fold,4.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.8811142771377599,22,,
family,ecfp4_knn,fold,4.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.931262718506042,31,,
family,ecfp4_knn,fold,4.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.034019874006465,25,,
family,ecfp4_knn,fold,4.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.7614024778415468,86,,
family,ecfp4_lightgbm,fold,4.0,classification,CYP2D6_is_TDI,MCC,0.3273268353539886,25,5.0,4.0
family,ecfp4_lightgbm,fold,4.0,classification,CYP3A4_is_TDI,MCC,0.2350880024080421,109,30.0,23.0
family,ecfp4_lightgbm,fold,4.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.7266904882057369,22,,
family,ecfp4_lightgbm,fold,4.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.4687690292119448,31,,
family,ecfp4_lightgbm,fold,4.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.8752493742461461,25,,
family,ecfp4_lightgbm,fold,4.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.6790860982417997,86,,
family,ecfp4_random_forest,fold,4.0,classification,CYP2D6_is_TDI,MCC,0.0,25,5.0,0.0
family,ecfp4_random_forest,fold,4.0,classification,CYP3A4_is_TDI,MCC,0.2629273696056835,109,30.0,9.0
family,ecfp4_random_forest,fold,4.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.6611613096146386,22,,
family,ecfp4_random_forest,fold,4.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,0.691049259089338,31,,
family,ecfp4_random_forest,fold,4.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,0.9352113610703892,25,,
family,ecfp4_random_forest,fold,4.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,0.8985807536033438,86,,
family,endpoint_mean,fold,4.0,classification,CYP2D6_is_TDI,MCC,0.0,25,5.0,0.0
family,endpoint_mean,fold,4.0,classification,CYP3A4_is_TDI,MCC,0.0,109,30.0,0.0
family,endpoint_mean,fold,4.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9439841444918756,22,,
family,endpoint_mean,fold,4.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.2300134126929825,31,,
family,endpoint_mean,fold,4.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0,25,,
family,endpoint_mean,fold,4.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.213929097237982,86,,
family,endpoint_median,fold,4.0,classification,CYP2D6_is_TDI,MCC,0.0,25,5.0,0.0
family,endpoint_median,fold,4.0,classification,CYP3A4_is_TDI,MCC,0.0,109,30.0,0.0
family,endpoint_median,fold,4.0,regression,CYP1A2_pIC50_direct_inhibition,ST-RAE,0.9019340529975785,22,,
family,endpoint_median,fold,4.0,regression,CYP2C9_pIC50_direct_inhibition,ST-RAE,1.141483888672531,31,,
family,endpoint_median,fold,4.0,regression,CYP2D6_pIC50_direct_inhibition,ST-RAE,1.0024008692710675,25,,
family,endpoint_median,fold,4.0,regression,CYP3A4_pIC50_direct_inhibition,ST-RAE,1.1008973657254435,86,,
family,ecfp4_knn,fold,0.0,regression,MA,MA-ST-RAE,1.0836119375338171,183,,
family,ecfp4_knn,fold,1.0,regression,MA,MA-ST-RAE,1.1077124055321623,187,,
family,ecfp4_knn,fold,2.0,regression,MA,MA-ST-RAE,0.9855619886255208,182,,
family,ecfp4_knn,fold,3.0,regression,MA,MA-ST-RAE,0.9838598450979992,182,,
family,ecfp4_knn,fold,4.0,regression,MA,MA-ST-RAE,0.9019498368729534,164,,
family,ecfp4_knn,pooled,,regression,MA,MA-ST-RAE,0.9924871931964888,898,,
family,ecfp4_lightgbm,fold,0.0,regression,MA,MA-ST-RAE,0.882247777406782,183,,
family,ecfp4_lightgbm,fold,1.0,regression,MA,MA-ST-RAE,0.7556501323895232,187,,
family,ecfp4_lightgbm,fold,2.0,regression,MA,MA-ST-RAE,0.8170930543064542,182,,
family,ecfp4_lightgbm,fold,3.0,regression,MA,MA-ST-RAE,0.8734156993834244,182,,
family,ecfp4_lightgbm,fold,4.0,regression,MA,MA-ST-RAE,0.6874487474764068,164,,
family,ecfp4_lightgbm,pooled,,regression,MA,MA-ST-RAE,0.799834117171593,898,,
family,ecfp4_random_forest,fold,0.0,regression,MA,MA-ST-RAE,0.8752212913285382,183,,
family,ecfp4_random_forest,fold,1.0,regression,MA,MA-ST-RAE,0.8042448992797635,187,,
family,ecfp4_random_forest,fold,2.0,regression,MA,MA-ST-RAE,0.9014410927979024,182,,
family,ecfp4_random_forest,fold,3.0,regression,MA,MA-ST-RAE,0.9541532303205856,182,,
family,ecfp4_random_forest,fold,4.0,regression,MA,MA-ST-RAE,0.7965006708444274,164,,
family,ecfp4_random_forest,pooled,,regression,MA,MA-ST-RAE,0.8635344836835929,898,,
family,endpoint_mean,fold,0.0,regression,MA,MA-ST-RAE,1.0498086063267926,183,,
family,endpoint_mean,fold,1.0,regression,MA,MA-ST-RAE,1.0748564494221196,187,,
family,endpoint_mean,fold,2.0,regression,MA,MA-ST-RAE,1.1562450411381031,182,,
family,endpoint_mean,fold,3.0,regression,MA,MA-ST-RAE,1.1006209284047408,182,,
family,endpoint_mean,fold,4.0,regression,MA,MA-ST-RAE,1.09698166360571,164,,
family,endpoint_mean,pooled,,regression,MA,MA-ST-RAE,1.0777788438687743,898,,
family,endpoint_median,fold,0.0,regression,MA,MA-ST-RAE,1.0148432596831196,183,,
family,endpoint_median,fold,1.0,regression,MA,MA-ST-RAE,1.0273567404017732,187,,
family,endpoint_median,fold,2.0,regression,MA,MA-ST-RAE,1.1260037657571471,182,,
family,endpoint_median,fold,3.0,regression,MA,MA-ST-RAE,1.0503175104757876,182,,
family,endpoint_median,fold,4.0,regression,MA,MA-ST-RAE,1.0366790441666551,164,,
family,endpoint_median,pooled,,regression,MA,MA-ST-RAE,1.0366769761564494,898,,
